City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Chauk,MM,2022-04-13 19:33:46,20.8833,94.8167,83.26,65,9,9.53
294,Betafo,MG,2022-04-13 19:33:46,-19.8333,46.85,60.12,95,62,5.59
295,Mpika,ZM,2022-04-13 19:33:47,-11.8343,31.4529,61.54,97,63,3.38
296,Lodja,CD,2022-04-13 19:33:47,-3.4833,23.4333,74.34,87,89,2.73
297,Emerald,AU,2022-04-13 19:33:47,-23.5333,148.1667,68.14,83,0,0.0
298,Saskylakh,RU,2022-04-13 19:29:55,71.9167,114.0833,-0.74,98,100,6.08
299,Inzhavino,RU,2022-04-13 19:33:48,52.3185,42.4937,51.48,89,100,8.79
300,Seydi,TM,2022-04-13 19:33:48,39.4816,62.9137,75.36,27,6,11.45
301,Diffa,NE,2022-04-13 19:33:48,13.3154,12.6113,89.76,15,67,6.91
302,Lasa,IT,2022-04-13 19:33:49,46.6166,10.7002,56.28,88,100,1.97
303,Paamiut,GL,2022-04-13 19:32:57,61.994,-49.6678,30.88,86,89,20.38
304,Yumen,CN,2022-04-13 19:33:49,40.2833,97.2,43.95,14,61,12.15
305,Mokrous,RU,2022-04-13 19:33:50,51.2333,47.5167,51.31,89,73,11.68
306,Havoysund,NO,2022-04-13 19:33:50,70.9963,24.6622,34.03,81,100,5.73
307,Bambous Virieux,MU,2022-04-13 19:33:50,-20.3428,57.7575,79.21,88,40,16.11
308,Nowy Targ,PL,2022-04-13 19:33:51,49.4778,20.0323,45.84,70,2,3.51
309,Leland,US,2022-04-13 19:33:25,34.2563,-78.0447,81.1,55,0,21.85
310,Zheleznodorozhnyy,RU,2022-04-13 19:33:51,55.7503,38.0042,41.22,83,100,11.14
311,Kabo,CF,2022-04-13 19:33:52,7.6994,18.629,76.08,72,73,0.94
312,Ugoofaaru,MV,2022-04-13 19:33:52,5.6667,73.0,84.74,72,100,11.92
313,Keti Bandar,PK,2022-04-13 19:33:52,24.1447,67.4497,79.43,79,0,8.7
314,Palmer,US,2022-04-13 19:33:53,42.1584,-72.3287,74.8,37,75,19.57
315,Saint George,US,2022-04-13 19:30:11,37.1041,-113.5841,58.78,11,0,8.05
316,Lagdo,CM,2022-04-13 19:33:53,9.05,13.7333,84.11,52,72,1.39
317,Chokwe,MZ,2022-04-13 19:33:53,-24.5333,32.9833,78.76,63,2,6.08
318,Voh,NC,2022-04-13 19:33:54,-20.9667,164.7,70.34,83,0,3.42
319,Shakawe,BW,2022-04-13 19:33:54,-18.3667,21.85,72.64,39,99,1.74
320,Yamada,JP,2022-04-13 19:33:54,39.4667,141.95,40.93,93,100,9.17
321,Porto Novo,BJ,2022-04-13 19:31:04,6.4965,2.6036,84.02,78,97,7.36
322,Mugumu,TZ,2022-04-13 19:34:55,-1.85,34.7,64.45,82,94,2.68
323,Vestmannaeyjar,IS,2022-04-13 19:34:56,63.4427,-20.2734,44.31,81,95,35.1
324,Olinda,BR,2022-04-13 19:34:56,-8.0089,-34.8553,83.93,65,0,8.05
325,Mazamari,PE,2022-04-13 19:34:56,-11.3258,-74.5308,86.95,55,70,1.21
326,Coihaique,CL,2022-04-13 19:30:57,-45.5752,-72.0662,62.55,45,20,9.22
327,Nokia,FI,2022-04-13 19:34:57,61.4667,23.5,40.01,57,0,4.61
328,Namatanai,PG,2022-04-13 19:34:57,-3.6667,152.4333,79.03,80,100,5.7
329,Puerto Leguizamo,CO,2022-04-13 19:34:58,-0.1934,-74.7819,77.45,93,100,2.33
330,Richards Bay,ZA,2022-04-13 19:34:58,-28.783,32.0377,73.47,74,100,12.35
331,Huanren,CN,2022-04-13 19:34:58,41.2647,125.3667,43.05,66,99,1.28
332,Sidi Ali,DZ,2022-04-13 19:34:59,36.0998,0.4206,54.27,83,74,13.56
333,Tautira,PF,2022-04-13 19:34:59,-17.7333,-149.15,80.44,77,40,19.19
334,Touros,BR,2022-04-13 19:30:56,-5.1989,-35.4608,81.3,73,7,9.44
335,Port Macquarie,AU,2022-04-13 19:35:00,-31.4333,152.9167,58.89,75,79,5.28
336,Boyolangu,ID,2022-04-13 19:35:00,-8.1181,111.8935,74.5,90,40,0.98
337,Saint-Pierre,RE,2022-04-13 19:35:01,-21.3393,55.4781,74.88,94,20,11.5
338,Chapais,CA,2022-04-13 19:35:01,49.7834,-74.8492,46.18,56,100,4.56
339,Cacapava Do Sul,BR,2022-04-13 19:35:01,-30.5122,-53.4914,64.08,66,58,5.12
340,Portland,US,2022-04-13 19:32:25,45.5234,-122.6762,46.62,85,75,9.22
341,Kuytun,RU,2022-04-13 19:35:02,54.3419,101.5036,27.48,77,5,4.21
342,Dunedin,NZ,2022-04-13 19:30:06,-45.8742,170.5036,48.79,81,13,5.77
343,Camara De Lobos,PT,2022-04-13 19:35:02,32.6333,-16.9667,66.7,88,20,12.66
344,Ishigaki,JP,2022-04-13 19:35:03,24.3448,124.1572,73.53,100,100,6.91
345,Esperance,AU,2022-04-13 19:31:34,-33.8667,121.9,62.44,85,100,16.58
346,Aktau,KZ,2022-04-13 19:35:03,43.65,51.2,48.78,65,1,11.39
347,Udachnyy,RU,2022-04-13 19:35:04,66.4167,112.4,21.45,92,98,10.54
348,Youghal,IE,2022-04-13 19:35:04,51.95,-7.8506,53.1,100,48,7.31
349,Hinton,CA,2022-04-13 19:35:04,53.4001,-117.5857,21.76,63,100,7.2
350,Sioux Lookout,CA,2022-04-13 19:35:05,50.1001,-91.917,32.07,86,100,10.36
351,Nakusp,CA,2022-04-13 19:35:05,50.2499,-117.8023,43.14,26,100,4.61
352,Taicheng,CN,2022-04-13 19:35:05,38.731,113.228,45.73,27,100,4.65
353,Lagoa,PT,2022-04-13 19:35:06,39.05,-27.9833,58.77,75,0,27.89
354,High Rock,BS,2022-04-13 19:35:06,26.6208,-78.2833,80.62,64,90,14.32
355,Arlit,NE,2022-04-13 19:35:06,18.7369,7.3853,93.34,7,100,7.87
356,Awjilah,LY,2022-04-13 19:35:07,29.1081,21.2869,69.62,20,51,13.42
357,Faanui,PF,2022-04-13 19:35:07,-16.4833,-151.75,81.9,69,7,14.56
358,Katsina,NG,2022-04-13 19:35:07,12.9894,7.6006,92.7,19,100,4.92
359,Inverell,AU,2022-04-13 19:35:08,-29.7833,151.1167,51.15,89,0,4.0
360,Ourossogui,SN,2022-04-13 19:35:08,15.6064,-13.3211,102.2,18,0,4.61
361,Baie-Comeau,CA,2022-04-13 19:32:47,49.2168,-68.1489,42.48,65,75,8.05
362,Thinadhoo,MV,2022-04-13 19:35:08,0.5333,72.9333,84.02,67,99,11.99
363,Visnes,NO,2022-04-13 19:35:09,59.3556,5.2242,47.82,87,75,2.3
364,Tadine,NC,2022-04-13 19:35:09,-21.55,167.8833,74.26,77,0,5.06
365,Makakilo City,US,2022-04-13 19:35:09,21.3469,-158.0858,79.12,58,20,10.36
366,Sooke,CA,2022-04-13 19:35:10,48.3746,-123.7276,48.56,65,100,11.5
367,Russell,US,2022-04-13 19:36:10,32.3502,-85.1999,78.08,63,75,9.22
368,Margate,GB,2022-04-13 19:35:47,51.3813,1.3862,55.69,71,0,3.0
369,Tuxpan,MX,2022-04-13 19:32:25,19.55,-103.4,90.81,22,100,7.7
370,Marawi,PH,2022-04-13 19:36:11,7.9986,124.2928,67.23,90,99,3.15
371,Tazovskiy,RU,2022-04-13 19:36:11,67.4667,78.7,25.45,98,100,6.15
372,Acapulco,MX,2022-04-13 19:36:12,16.8634,-99.8901,85.82,66,75,8.05
373,Quatre Cocos,MU,2022-04-13 19:36:12,-20.2078,57.7625,79.09,84,45,20.42
374,Hessisch Lichtenau,DE,2022-04-13 19:36:12,51.2,9.7167,59.52,89,96,3.13
375,Coracao De Jesus,BR,2022-04-13 19:36:13,-16.6853,-44.365,82.4,52,89,1.39
376,Mae Sai,TH,2022-04-13 19:36:13,20.4335,99.8762,75.18,42,4,2.24
377,Santiago Del Estero,AR,2022-04-13 19:31:31,-27.7951,-64.2615,71.38,50,6,1.21
378,Maniitsoq,GL,2022-04-13 19:36:13,65.4167,-52.9,25.05,82,21,18.3
379,Magadan,RU,2022-04-13 19:36:14,59.5667,150.8,14.22,77,100,7.14
380,Kloulklubed,PW,2022-04-13 19:36:14,7.0419,134.2556,79.3,80,99,18.45
381,Ayan,RU,2022-04-13 19:36:14,56.45,138.1667,22.53,73,92,11.97
382,Kabompo,ZM,2022-04-13 19:36:15,-13.5927,24.2008,65.71,84,21,5.61
383,The Pas,CA,2022-04-13 19:36:15,53.8251,-101.2541,26.62,74,100,9.22
384,Alegrete,BR,2022-04-13 19:36:16,-29.7831,-55.7919,69.76,58,97,10.89
385,Acarau,BR,2022-04-13 19:35:18,-2.8856,-40.12,81.01,80,69,9.35
386,Galveston,US,2022-04-13 19:36:16,29.3669,-94.9669,83.05,85,100,20.71
387,Lubango,AO,2022-04-13 19:36:16,-14.9172,13.4925,58.14,89,10,0.94
388,Liverpool,GB,2022-04-13 19:36:06,53.4106,-2.9779,55.94,80,0,6.91
389,Zhuhai,CN,2022-04-13 19:36:17,22.2769,113.5678,74.98,69,20,12.66
390,Vestmanna,FO,2022-04-13 19:36:17,62.1564,-7.1664,41.92,93,75,10.36
391,Santa Flavia,IT,2022-04-13 19:36:18,38.085,13.5351,58.37,74,100,4.0
392,Bangassou,CF,2022-04-13 19:36:18,4.7413,22.8184,73.04,86,100,6.73
393,Dingle,PH,2022-04-13 19:36:18,10.9995,122.6711,75.07,87,100,1.23
394,Nantucket,US,2022-04-13 19:36:19,41.2835,-70.0995,60.94,74,75,10.36
395,Fevik,NO,2022-04-13 19:36:19,58.3794,8.6766,42.57,93,100,12.8
396,Canita,PA,2022-04-13 19:36:19,9.2097,-78.8811,86.02,68,74,10.18
397,Lahar,IN,2022-04-13 19:36:19,26.1983,78.945,88.5,14,0,8.46
398,Talnakh,RU,2022-04-13 19:36:20,69.4865,88.3972,29.21,97,100,7.02
399,Rincon,US,2022-04-13 19:36:20,32.296,-81.2354,82.36,47,75,14.97
400,Vangaindrano,MG,2022-04-13 19:36:21,-23.35,47.6,72.32,92,68,5.03
401,Kamaishi,JP,2022-04-13 19:36:21,39.2667,141.8833,42.28,91,100,11.41
402,El Astillero,ES,2022-04-13 19:36:21,43.4009,-3.8205,58.87,87,20,1.14
403,Turukhansk,RU,2022-04-13 19:36:22,65.8167,87.9833,32.63,99,100,11.21
404,Sembe,CG,2022-04-13 19:36:22,1.6481,14.5806,70.48,98,100,2.71
405,Dezful,IR,2022-04-13 19:36:22,32.3811,48.4058,74.23,14,3,4.5
406,Lata,PT,2022-04-13 19:36:23,40.1629,-8.3327,51.4,96,23,2.24
407,Klaksvik,FO,2022-04-13 19:36:23,62.2266,-6.589,43.72,89,100,16.31
408,Ekangala,ZA,2022-04-13 19:36:23,-25.6962,28.7492,59.59,60,3,4.9
409,Acara,BR,2022-04-13 19:36:24,-1.9608,-48.1967,78.42,96,100,3.65
410,Oktyabrskiy,RU,2022-04-13 19:37:24,54.4815,53.471,42.17,89,4,5.01
411,Wattegama,LK,2022-04-13 19:37:24,6.7989,81.4808,74.57,92,100,3.04
412,Biltine,TD,2022-04-13 19:37:25,14.5333,20.9167,88.59,10,29,10.83
413,Lae,PG,2022-04-13 19:37:25,-6.7221,146.9847,74.57,87,93,7.25
414,Omsukchan,RU,2022-04-13 19:37:25,62.5333,155.8,6.4,93,100,6.4
415,Ponta Do Sol,PT,2022-04-13 19:37:26,32.6667,-17.1,66.7,80,100,2.13
416,Morondava,MG,2022-04-13 19:37:26,-20.2833,44.2833,80.38,76,5,5.59
417,Zakupne,UA,2022-04-13 19:37:26,49.1194,26.3376,44.55,61,96,9.26
418,Wewak,PG,2022-04-13 19:37:27,-3.5534,143.6268,78.67,82,86,5.19
419,Okha,RU,2022-04-13 19:37:27,53.5739,142.9478,12.13,94,63,8.5
420,Rolla,US,2022-04-13 19:37:27,37.9514,-91.7713,50.72,93,100,14.97
421,Talalayivka,UA,2022-04-13 19:37:28,50.9578,31.9209,42.51,91,100,14.7
422,Leshukonskoye,RU,2022-04-13 19:37:28,64.8989,45.7622,30.92,97,100,11.92
423,Saint-Georges,GD,2022-04-13 19:37:13,12.0564,-61.7485,87.48,58,40,23.02
424,Acari,PE,2022-04-13 19:37:28,-15.4311,-74.6158,77.92,53,0,9.55
425,Tabriz,IR,2022-04-13 19:37:29,38.08,46.2919,47.66,40,20,4.61
426,Esmeraldas,BR,2022-04-13 19:37:29,-19.7625,-44.3139,89.71,70,66,4.56
427,Sorland,NO,2022-04-13 19:37:29,67.667,12.6934,35.46,68,9,6.33
428,Aljezur,PT,2022-04-13 19:37:30,37.3191,-8.8033,56.61,89,5,14.03
429,Manado,ID,2022-04-13 19:33:10,1.487,124.8455,77.77,94,40,2.3
430,Matara,LK,2022-04-13 19:37:30,5.9485,80.5353,77.92,89,100,6.8
431,Bilibino,RU,2022-04-13 19:37:31,68.0546,166.4372,15.37,77,100,3.33
432,Baculin,PH,2022-04-13 19:37:31,7.4525,126.5842,76.87,84,100,3.49
433,Goroka,PG,2022-04-13 19:37:31,-6.0834,145.3873,60.03,96,93,0.96
434,Cap Malheureux,MU,2022-04-13 19:37:32,-19.9842,57.6142,79.47,82,17,8.99
435,Watsa,CD,2022-04-13 19:37:32,3.0372,29.5355,66.06,87,85,2.21
436,Betare Oya,CM,2022-04-13 19:37:32,5.6,14.0833,69.3,87,100,3.11
437,Chumikan,RU,2022-04-13 19:37:33,54.7183,135.315,7.74,92,19,8.12
438,Revda,RU,2022-04-13 19:37:33,56.801,59.9303,40.3,97,100,1.72
439,Soyo,AO,2022-04-13 19:37:33,-6.1349,12.3689,79.16,86,91,6.53
440,San Cristobal,VE,2022-04-13 19:37:34,7.7669,-72.225,86.18,41,100,7.94
441,Labuhan,ID,2022-04-13 19:37:34,-6.8844,112.2051,77.61,85,63,5.55
442,Benghazi,LY,2022-04-13 19:37:34,32.1167,20.0667,69.51,39,100,12.3
443,Pont-Sainte-Maxence,FR,2022-04-13 19:37:34,49.3017,2.6047,59.81,88,100,2.53
444,Zachary,US,2022-04-13 19:37:35,30.6485,-91.1565,83.73,83,75,23.02
445,Catumbela,AO,2022-04-13 19:37:35,-12.4314,13.5472,76.93,91,52,3.51
446,Na Wa,TH,2022-04-13 19:37:35,17.4897,104.1006,87.24,48,100,6.46
447,Saint-Joseph,RE,2022-04-13 19:37:36,-21.3667,55.6167,73.78,87,45,16.58
448,Miandrivazo,MG,2022-04-13 19:37:36,-19.5167,45.4667,77.76,76,29,1.23
449,Roald,NO,2022-04-13 19:37:37,62.5833,6.1333,43.32,70,0,18.41
450,North Augusta,US,2022-04-13 19:37:37,33.5018,-81.9651,83.37,51,40,12.66
451,Batsfjord,NO,2022-04-13 19:37:37,70.6345,29.7185,26.53,79,0,2.3
452,Shelburne,CA,2022-04-13 19:37:37,44.0787,-80.2041,69.91,79,100,15.48
453,Kota Kinabalu,MY,2022-04-13 19:37:38,5.9749,116.0724,76.98,88,20,5.99
454,Trofors,NO,2022-04-13 19:37:38,65.5333,13.4063,33.67,100,69,2.42
455,Akyab,MM,2022-04-13 19:37:38,20.15,92.9,80.83,81,23,3.98
456,Tingi,TZ,2022-04-13 19:37:39,-11.3,35.0333,63.79,96,70,3.78
457,Sendafa,ET,2022-04-13 19:38:39,9.15,39.0333,57.58,59,14,6.11
458,Alyangula,AU,2022-04-13 19:38:40,-13.8483,136.4192,75.07,100,62,0.0
459,Shenzhen,CN,2022-04-13 19:38:40,22.5455,114.0683,76.21,85,3,6.62
460,Flin Flon,CA,2022-04-13 19:38:40,54.7682,-101.865,22.84,80,100,14.97
461,Kharp,RU,2022-04-13 19:38:40,66.8014,65.8081,33.31,94,100,2.24
462,Neuquen,AR,2022-04-13 19:34:15,-38.9516,-68.0591,69.69,28,0,6.91
463,Mega,ET,2022-04-13 19:38:41,4.05,38.3,65.3,70,49,7.25
464,Iquitos,PE,2022-04-13 19:38:41,-3.7481,-73.2472,84.24,74,40,2.3
465,Urumqi,CN,2022-04-13 19:38:42,43.801,87.6005,49.15,20,0,6.71
466,Mao,ES,2022-04-13 19:38:42,39.8885,4.2658,57.76,88,75,16.11
467,Te Anau,NZ,2022-04-13 19:36:43,-45.4167,167.7167,41.99,87,68,0.92
468,Vuktyl,RU,2022-04-13 19:38:42,63.8567,57.3094,35.46,96,100,7.81
469,Talcahuano,CL,2022-04-13 19:38:43,-36.7167,-73.1167,64.08,55,0,17.27
470,Okhotsk,RU,2022-04-13 19:38:43,59.3833,143.3,7.12,75,95,14.54
471,Tambura,SS,2022-04-13 19:38:43,5.6,27.4667,74.89,68,16,0.29
472,Usinsk,RU,2022-04-13 19:38:44,65.9939,57.5281,33.31,99,100,9.44
473,Lehi,US,2022-04-13 19:34:04,40.3916,-111.8508,40.1,49,100,10.0
474,Manokwari,ID,2022-04-13 19:38:44,-0.8667,134.0833,78.26,82,100,5.32
475,Port Augusta,AU,2022-04-13 19:38:44,-32.5,137.7667,64.74,40,57,4.52
476,Muros,ES,2022-04-13 19:38:45,42.7762,-9.0603,58.68,81,43,7.67
477,Xining,CN,2022-04-13 19:38:45,36.6167,101.7667,35.78,64,93,2.89
478,Yurimaguas,PE,2022-04-13 19:38:02,-5.9,-76.0833,80.76,83,75,5.75
479,Kampong Chhnang,KH,2022-04-13 19:38:45,12.1667,104.55,80.85,73,83,2.39
480,Togitsu,JP,2022-04-13 19:38:46,32.8333,129.85,61.99,82,100,7.78
481,Yamasaki,JP,2022-04-13 19:38:46,35.0,134.55,61.34,94,100,4.43
482,Bonthe,SL,2022-04-13 19:38:46,7.5264,-12.505,78.93,85,60,10.98
483,Pevek,RU,2022-04-13 19:38:47,69.7008,170.3133,-2.61,93,69,1.05
484,Kapuskasing,CA,2022-04-13 19:38:47,49.4169,-82.4331,42.89,45,75,12.66
485,Suntar,RU,2022-04-13 19:38:47,62.1444,117.6319,28.67,96,100,11.07
486,Srandakan,ID,2022-04-13 19:37:09,-7.9386,110.2506,75.72,87,18,4.18
487,Ostersund,SE,2022-04-13 19:38:48,63.1792,14.6357,39.65,65,0,8.05
488,Jalu,LY,2022-04-13 19:38:48,29.0331,21.5482,69.51,20,31,11.99
489,Pangnirtung,CA,2022-04-13 19:38:48,66.1451,-65.7125,1.4,78,75,4.61
490,Harwich,GB,2022-04-13 19:38:49,51.9419,1.2844,58.17,76,55,1.01
491,Jacareacanga,BR,2022-04-13 19:38:49,-6.2222,-57.7528,81.7,89,100,2.64
492,Lahaina,US,2022-04-13 19:38:50,20.8783,-156.6825,81.64,78,30,6.53
493,Mountain Home,US,2022-04-13 19:38:50,43.133,-115.6912,38.68,100,75,13.8
494,Dabrowa Tarnowska,PL,2022-04-13 19:34:21,50.1746,20.9863,47.88,60,2,7.38
495,Rio Grande,BR,2022-04-13 19:38:50,-32.035,-52.0986,75.31,58,83,11.36
496,Oksfjord,NO,2022-04-13 19:38:51,70.2396,22.3479,33.98,90,96,4.85
497,Baft,IR,2022-04-13 19:38:51,29.234,56.6057,59.47,36,77,3.11
498,Sitka,US,2022-04-13 19:37:24,57.0531,-135.33,42.69,24,0,10.36
499,Beloha,MG,2022-04-13 19:38:52,-25.1667,45.05,75.85,76,97,4.41
500,Tygda,RU,2022-04-13 19:38:52,53.1167,126.3333,23.77,52,4,6.62
501,Wajir,KE,2022-04-13 19:38:52,1.7471,40.0573,79.05,70,83,17.13
502,Wamba,NG,2022-04-13 19:38:53,8.9333,8.6,82.49,59,86,1.23
503,Neiafu,TO,2022-04-13 19:39:53,-18.65,-173.9833,74.08,94,20,0.0
504,Hambantota,LK,2022-04-13 19:39:53,6.1241,81.1185,79.56,84,90,11.27
505,Roura,GF,2022-04-13 19:39:54,4.7263,-52.3274,82.31,74,75,14.97
506,Saint Anthony,US,2022-04-13 19:38:11,45.0205,-93.218,37.65,78,100,17.27
507,Mogadishu,SO,2022-04-13 19:39:54,2.0371,45.3438,82.42,77,99,14.72
508,Lazarev,RU,2022-04-13 19:39:54,52.225,141.5131,9.32,94,55,5.93
509,Salinopolis,BR,2022-04-13 19:39:55,-0.6136,-47.3561,79.83,86,100,9.46
510,Saravan,AM,2022-04-13 19:39:55,39.7196,45.6483,29.39,77,47,2.86
511,Qurayyat,SA,2022-04-13 19:39:55,31.3318,37.3428,64.58,22,0,11.5
512,Dalby,AU,2022-04-13 19:39:56,-27.1833,151.2667,58.98,91,15,9.78
513,Kankon,IN,2022-04-13 19:39:56,15.0167,74.0167,81.95,80,65,9.42
514,Umm Lajj,SA,2022-04-13 19:39:56,25.0213,37.2685,75.51,61,3,7.43
515,Shimoga,IN,2022-04-13 19:39:57,13.9167,75.5667,76.15,78,100,2.55
516,Hearst,CA,2022-04-13 19:39:57,49.6835,-83.6665,41.25,72,99,11.36
517,Botwood,CA,2022-04-13 19:39:57,49.1499,-55.3482,38.89,84,100,13.78
518,Nuuk,GL,2022-04-13 19:39:58,64.1835,-51.7216,29.01,86,40,15.01
519,Gladstone,AU,2022-04-13 19:39:58,-23.85,151.25,71.53,73,100,6.91
520,Sao Filipe,CV,2022-04-13 19:39:58,14.8961,-24.4956,70.43,79,9,12.08
521,Bagdarin,RU,2022-04-13 19:39:58,54.4333,113.6,11.98,91,52,4.12
522,Neftegorsk,RU,2022-04-13 19:39:59,52.802,51.166,51.28,83,95,15.43
523,Svetlogorsk,BY,2022-04-13 19:39:59,52.6333,29.7333,38.19,83,40,7.49
524,Koplik,AL,2022-04-13 19:39:59,42.2136,19.4364,56.8,78,43,1.36
525,Hariana,IN,2022-04-13 19:40:00,31.6378,75.8408,78.58,21,94,4.25
526,Comodoro Rivadavia,AR,2022-04-13 19:40:00,-45.8667,-67.5,69.66,37,0,16.11
527,Kailua,US,2022-04-13 19:39:36,21.4022,-157.7394,80.58,70,74,7.0
528,Thunder Bay,CA,2022-04-13 19:40:01,48.4001,-89.3168,40.28,68,100,27.63
529,Bowen,AU,2022-04-13 19:40:01,-20.0167,148.2333,75.99,72,54,14.25
530,Mardin,TR,2022-04-13 19:40:01,37.3131,40.7436,38.59,30,0,11.72
531,Aldan,RU,2022-04-13 19:40:02,58.6031,125.3894,19.87,96,100,6.49
532,Gwadar,PK,2022-04-13 19:40:02,25.1216,62.3254,79.9,73,2,6.58
533,Arica,CL,2022-04-13 19:37:17,-18.475,-70.3042,76.55,56,0,12.66
534,Weligama,LK,2022-04-13 19:37:16,5.9667,80.4167,78.37,87,99,6.42
535,Polonnaruwa,LK,2022-04-13 19:40:03,7.9333,81.0,75.34,93,96,3.24
536,Laguna,US,2022-04-13 19:35:24,38.421,-121.4238,62.44,45,20,5.75
537,Gashua,NG,2022-04-13 19:40:03,12.871,11.0482,93.27,19,29,6.69
538,General Roca,AR,2022-04-13 19:40:04,-39.0333,-67.5833,68.7,21,0,1.77
539,Buchanan,LR,2022-04-13 19:40:04,5.8808,-10.0467,80.02,86,87,9.98
540,San Francisco,US,2022-04-13 19:35:28,37.7749,-122.4194,60.03,61,75,12.66
541,Ahipara,NZ,2022-04-13 19:35:16,-35.1667,173.1667,61.88,70,94,12.12
542,San Carlos De Bariloche,AR,2022-04-13 19:40:05,-41.1456,-71.3082,64.15,22,0,4.61
543,Florianopolis,BR,2022-04-13 19:40:05,-27.6146,-48.5012,74.43,80,75,12.66
544,Poum,NC,2022-04-13 19:40:06,-20.2333,164.0167,76.24,75,7,6.58
545,Zastron,ZA,2022-04-13 19:40:06,-30.3023,27.084,55.63,62,2,2.71
546,Felanitx,ES,2022-04-13 19:40:06,39.4696,3.1483,58.95,92,100,20.96
547,Vanderhoof,CA,2022-04-13 19:38:02,54.0166,-124.0198,28.74,31,25,6.22
548,Jaworzno,PL,2022-04-13 19:40:07,50.2053,19.275,52.88,58,7,7.07
549,Coleraine,GB,2022-04-13 19:36:55,55.1333,-6.6667,53.51,94,100,4.23
550,Mokobeng,BW,2022-04-13 19:40:07,-22.9965,27.6678,74.39,42,9,4.36
551,Mount Gambier,AU,2022-04-13 19:41:08,-37.8333,140.7667,49.91,93,99,9.22
552,Kimry,RU,2022-04-13 19:41:08,56.8667,37.35,29.89,95,41,5.1
553,Avera,US,2022-04-13 19:41:08,33.194,-82.5271,80.11,46,98,12.33
554,Hovd,MN,2022-04-13 19:41:09,48.0056,91.6419,23.29,40,100,4.5
555,Oistins,BB,2022-04-13 19:41:09,13.0667,-59.5333,84.29,58,20,24.16
